Education,Income,Kidhome,Teenhome,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Total_Spent,Age,Seniority,Partner,Num_Childer,Num_Childen,Num_Children,Family_Size,Is_Parent
Graduate,37155.0,1,0,51,23,0,26,7,15,3,1,2,0,4,5,0,0,0,0,0,0,0,74,25,674,Partner,1,1,1,3,1
Undergraduate,21282.0,1,0,76,1,5,8,4,8,20,2,2,1,2,6,0,0,0,0,0,0,0,46,36,31,Alone,1,1,1,2,1
Postgraduate,33419.0,0,1,76,56,0,12,0,0,18,2,2,0,4,7,0,0,0,0,0,0,0,86,52,476,Alone,1,1,1,2,1
Graduate,63285.0,0,0,84,508,124,249,50,38,134,1,6,5,13,3,0,0,0,0,0,0,0,1103,69,574,Alone,0,0,0,1,0
Postgraduate,21255.0,1,0,56,29,0,25,2,2,3,4,2,1,4,4,0,0,0,0,0,0,0,61,40,319,Partner,1,1,1,3,1
Graduate,42162.0,1,0,31,46,7,59,2,4,27,2,3,1,3,6,1,0,0,0,0,0,1,145,33,382,Partner,1,1,1,3,1
Graduate,54450.0,1,1,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0,684,58,813,Partner,2,2,2,4,1
Postgraduate,57744.0,0,1,91,350,3,39,0,0,19,2,9,1,4,8,0,0,0,0,0,0,0,411,60,360,Partner,1,1,1,3,1
Graduate,26576.0,1,0,40,10,0,8,0,0,9,1,1,0,2,9,1,0,0,0,0,0,1,27,28,784,Alone,1,1,1,2,1
Postgraduate,57513.0,0,0,59,735,40,183,52,20,30,2,9,3,13,6,0,0,0,0,0,0,0,1060,71,547,Alone,0,0,0,1,0
Graduate,68142.0,0,1,96,897,126,196,91,112,37,3,10,4,7,6,0,0,0,0,0,0,0,1459,50,829,Partner,1,1,1,3,1
Graduate,7500.0,0,1,61,5,2,3,3,0,5,1,1,0,2,8,0,0,0,0,0,0,0,18,35,829,Partner,1,1,1,3,1
Graduate,83145.0,0,0,14,777,35,731,39,137,114,1,5,9,11,2,0,0,1,0,0,0,1,1833,40,805,Partner,0,0,0,2,0
Postgraduate,54197.0,0,1,16,162,6,37,6,13,13,2,1,3,6,1,0,0,0,0,0,0,0,237,54,277,Partner,1,1,1,3,1
Postgraduate,23091.0,1,1,98,35,0,11,0,0,2,4,2,1,3,7,0,0,0,0,0,0,0,48,51,192,Alone,2,2,2,3,1
Graduate,46049.0,1,1,11,342,9,112,19,14,19,10,5,2,9,7,0,0,0,0,0,0,1,515,38,503,Partner,2,2,2,4,1
Graduate,56715.0,0,0,52,258,105,239,237,172,9,1,7,3,4,4,0,0,0,0,0,0,0,1020,40,938,Partner,0,0,0,2,0
Graduate,79410.0,0,0,19,658,80,483,123,13,13,1,3,2,5,1,0,0,0,0,0,0,0,1370,53,191,Partner,0,0,0,2,0
Graduate,57304.0,0,1,61,356,80,329,138,17,106,2,7,6,10,5,0,0,0,0,0,0,0,1026,63,398,Partner,1,1,1,3,1
Graduate,44375.0,0,1,73,213,5,28,7,7,41,1,4,1,6,5,0,0,0,0,0,0,0,301,49,258,Partner,1,1,1,3,1
Graduate,54450.0,1,1,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0,684,58,813,Partner,2,2,2,4,1
Graduate,59594.0,0,1,74,457,4,29,0,0,9,1,8,1,7,7,0,1,0,0,0,0,0,499,49,777,Partner,1,1,1,3,1
Graduate,80685.0,0,0,55,241,45,604,34,26,54,1,6,4,10,2,0,0,0,0,0,0,0,1004,20,836,Partner,0,0,0,2,0
Postgraduate,40344.0,0,1,48,210,0,6,0,0,2,2,4,1,5,7,0,0,0,0,0,0,0,218,40,419,Partner,1,1,1,3,1
Graduate,62710.0,0,1,53,441,35,83,7,29,11,4,4,2,12,4,0,0,0,0,0,0,0,606,42,562,Partner,1,1,1,3,1
Undergraduate,48985.0,0,1,13,19,13,18,10,7,8,1,1,1,3,3,0,0,0,0,0,0,0,75,46,578,Partner,1,1,1,3,1
Graduate,35322.0,1,2,34,28,9,37,12,7,13,3,2,0,4,8,0,0,0,0,0,0,0,106,46,836,Partner,3,3,3,5,1
Graduate,77142.0,0,0,54,476,75,162,29,151,97,1,4,4,8,2,0,0,0,0,0,0,0,990,66,556,Partner,0,0,0,2,0
Graduate,81657.0,0,0,69,364,40,425,158,60,50,1,3,4,8,1,0,0,0,0,0,0,0,1097,45,318,Alone,0,0,0,1,0
Undergraduate,14421.0,0,0,81,0,0,2,3,3,8,1,1,0,2,5,1,0,0,0,0,0,0,16,18,292,Partner,0,0,0,2,0
Undergraduate,20130.0,0,0,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,0,34,40,264,Partner,0,0,0,2,0
Postgraduate,74214.0,0,0,3,863,83,547,86,99,33,1,8,2,5,5,0,0,0,0,0,0,0,1711,24,832,Partner,0,0,0,2,0
Postgraduate,66726.0,1,1,61,349,7,35,0,0,47,3,8,2,4,7,0,1,0,0,0,0,0,438,57,5,Partner,2,2,2,4,1
Undergraduate,23724.0,1,0,65,5,23,15,0,18,14,2,2,0,3,8,0,0,0,0,0,0,0,75,35,492,Partner,1,1,1,3,1
Postgraduate,47353.0,0,1,93,184,2,19,8,8,4,3,2,2,6,5,0,0,0,0,0,0,0,225,54,388,Partner,1,1,1,3,1
Postgraduate,33444.0,1,1,24,8,0,8,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,18,62,1000,Partner,2,2,2,4,1
Graduate,54386.0,0,1,8,277,21,64,62,21,25,2,3,2,10,3,0,0,0,0,0,0,0,470,33,568,Partner,1,1,1,3,1
Graduate,28510.0,1,1,72,44,5,19,0,4,19,3,2,0,4,5,0,0,0,0,0,0,0,91,33,602,Alone,2,2,2,3,1
Postgraduate,90638.0,0,0,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,0,0,2525,23,296,Alone,0,0,0,1,0
Graduate,48070.0,0,1,33,373,14,83,6,9,19,3,8,2,6,7,0,0,0,0,0,1,0,504,64,692,Partner,1,1,1,3,1
Graduate,43140.0,0,1,68,134,8,76,6,0,11,1,4,1,5,6,0,0,0,0,0,0,0,235,57,584,Partner,1,1,1,3,1
Postgraduate,54959.0,0,1,55,1148,0,60,0,0,24,3,9,5,4,7,0,1,0,0,0,0,1,1232,53,686,Alone,1,1,1,2,1
Undergraduate,15056.0,1,1,76,6,12,3,21,6,40,5,2,2,3,5,0,0,0,0,0,0,0,88,56,641,Alone,2,2,2,3,1
Graduate,26954.0,1,0,17,4,1,11,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,17,43,123,Alone,1,1,1,2,1
Graduate,22327.0,1,0,94,5,4,8,2,0,5,1,1,0,3,5,0,0,0,0,0,0,0,24,29,666,Alone,1,1,1,2,1
Graduate,44393.0,1,1,86,24,2,20,2,2,10,2,1,0,4,4,0,0,0,0,0,0,0,60,49,471,Partner,2,2,2,4,1
Postgraduate,62000.0,0,1,25,899,0,101,0,0,20,1,6,6,13,4,0,0,0,1,0,0,0,1020,62,468,Alone,1,1,1,2,1
Postgraduate,31497.0,0,1,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,0,155,52,907,Partner,1,1,1,3,1
Undergraduate,45894.0,0,2,15,27,2,7,0,2,13,1,1,0,3,5,0,0,0,0,0,0,0,51,40,282,Partner,2,2,2,4,1
Postgraduate,78579.0,0,0,35,816,66,549,216,66,99,1,5,6,4,3,0,0,0,0,0,0,1,1812,44,714,Alone,0,0,0,1,0
Postgraduate,67369.0,0,1,81,1298,0,70,37,14,42,4,7,4,10,4,0,1,1,0,0,0,1,1461,45,749,Alone,1,1,1,2,1
Graduate,58401.0,0,1,55,10,0,11,17,29,29,1,1,2,2,4,0,0,0,0,0,0,0,96,54,230,Alone,1,1,1,2,1
Graduate,62307.0,0,1,94,87,13,34,10,6,10,1,4,0,4,5,0,0,0,0,0,0,0,160,62,292,Alone,1,1,1,2,1
Postgraduate,43641.0,1,1,50,57,2,51,4,2,23,3,2,1,4,6,0,0,0,0,0,0,0,139,45,593,Partner,2,2,2,4,1
Postgraduate,63841.0,0,1,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,908,46,594,Alone,1,1,1,2,1
Undergraduate,46891.0,0,1,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,0,183,49,696,Partner,1,1,1,3,1
Postgraduate,70091.0,1,0,11,964,34,137,15,0,11,2,5,2,10,8,0,1,0,0,0,0,0,1161,45,615,Partner,1,1,1,3,1
Postgraduate,78075.0,0,0,72,572,8,259,34,35,80,1,3,5,5,1,0,0,0,0,0,0,0,988,42,216,Partner,0,0,0,2,0
Undergraduate,59184.0,0,1,6,341,142,113,259,151,66,3,6,6,12,5,0,0,0,0,0,0,0,1072,53,818,Alone,1,1,1,2,1
Graduate,54809.0,1,1,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,0,174,37,392,Partner,2,2,2,4,1
Graduate,58113.0,0,1,66,221,104,169,102,78,84,3,9,2,8,7,0,0,0,0,0,1,0,758,55,680,Partner,1,1,1,3,1
Postgraduate,51412.0,0,1,42,140,3,29,4,5,14,2,3,2,4,4,0,0,0,0,0,0,0,195,56,340,Partner,1,1,1,3,1
Graduate,15287.0,1,0,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,1,31,35,787,Alone,1,1,1,2,1
Postgraduate,66636.0,0,0,64,291,10,689,84,10,0,1,3,4,9,1,0,0,0,0,0,0,0,1084,57,476,Partner,0,0,0,2,0
Postgraduate,50965.0,0,1,87,544,13,85,8,6,29,3,10,4,5,8,1,0,0,0,0,0,0,685,58,654,Partner,1,1,1,3,1
Postgraduate,84618.0,0,0,96,684,100,801,21,66,0,1,6,9,10,2,0,0,1,0,0,0,0,1672,49,379,Partner,0,0,0,2,0
Graduate,18351.0,0,0,1,1,12,9,0,14,7,1,2,0,3,7,0,0,0,0,0,0,0,43,24,403,Partner,0,0,0,2,0
Postgraduate,40451.0,0,2,54,35,0,4,0,0,10,1,1,1,2,5,1,0,0,0,0,0,0,49,57,293,Partner,2,2,2,4,1
Graduate,36317.0,0,1,53,87,3,25,3,2,13,2,3,0,4,7,0,0,0,0,0,0,0,133,49,563,Partner,1,1,1,3,1
Graduate,42213.0,0,1,96,309,3,24,4,3,20,2,5,1,7,7,0,1,0,0,0,0,0,363,57,361,Partner,1,1,1,3,1
Graduate,65748.0,0,1,58,172,73,93,95,78,34,2,2,4,10,1,0,0,0,0,0,1,0,545,59,600,Partner,1,1,1,3,1
Graduate,77044.0,0,1,12,625,38,242,50,34,76,2,7,11,11,4,1,0,0,0,0,0,0,1065,42,405,Partner,1,1,1,3,1
Graduate,74918.0,0,0,78,972,59,913,25,19,59,1,5,9,6,3,0,0,1,0,0,0,0,2047,45,368,Partner,0,0,0,2,0
Graduate,56721.0,1,1,64,157,6,39,6,13,75,5,4,1,5,6,0,0,0,0,0,0,0,296,42,766,Partner,2,2,2,4,1
Graduate,42160.0,1,1,26,48,9,45,3,15,20,4,2,1,4,6,0,0,0,0,0,0,1,140,39,526,Alone,2,2,2,3,1
Graduate,61559.0,0,1,8,279,83,88,32,14,34,1,4,2,10,3,0,0,0,0,0,0,0,530,49,507,Alone,1,1,1,2,1
Postgraduate,33629.0,1,1,49,132,0,16,0,0,4,5,3,1,4,9,0,0,0,0,0,0,0,152,51,850,Partner,2,2,2,4,1
Postgraduate,68682.0,0,0,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0,1598,23,544,Partner,0,0,0,2,0
Graduate,34377.0,0,1,55,62,0,22,3,1,26,2,2,2,2,7,0,0,0,0,0,0,0,114,51,686,Alone,1,1,1,2,1
Undergraduate,8940.0,1,0,25,1,45,3,4,6,42,3,3,1,3,8,0,0,0,0,0,0,0,101,28,836,Alone,1,1,1,2,1
Graduate,26228.0,1,0,50,2,6,4,3,1,9,1,1,0,2,8,0,0,0,0,0,0,0,25,41,440,Partner,1,1,1,3,1
Undergraduate,77297.0,0,0,84,408,61,109,48,122,41,1,5,7,9,4,0,0,0,1,0,0,0,789,57,679,Alone,0,0,0,1,0
Graduate,40211.0,1,1,30,51,1,7,2,1,25,2,2,1,2,8,1,0,0,0,0,0,0,87,33,494,Partner,2,2,2,4,1
Postgraduate,33438.0,1,1,81,62,1,16,3,2,6,4,2,1,4,5,0,0,0,0,0,0,0,90,56,440,Alone,2,2,2,3,1
Postgraduate,75032.0,0,1,74,952,12,180,47,12,12,2,5,4,9,3,0,0,0,0,0,0,0,1215,55,587,Partner,1,1,1,3,1
Postgraduate,61284.0,0,0,76,618,15,106,20,7,45,1,11,2,8,6,0,1,0,0,0,0,0,811,59,361,Alone,0,0,0,1,0
Graduate,22518.0,1,0,36,11,7,12,2,2,27,2,2,1,2,5,1,0,0,0,0,0,1,61,28,775,Partner,1,1,1,3,1
Postgraduate,54730.0,0,1,64,318,3,17,4,7,56,5,4,1,8,4,0,0,0,0,0,0,0,405,39,478,Partner,1,1,1,3,1
Postgraduate,38452.0,1,1,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,0,72,59,251,Partner,2,2,2,4,1
Graduate,44421.0,1,1,53,110,5,59,7,1,7,5,5,0,4,8,0,0,0,0,0,0,0,189,43,659,Alone,2,2,2,3,1
Postgraduate,38197.0,1,0,86,23,0,11,2,1,3,1,1,0,3,5,0,0,0,0,0,0,0,40,28,525,Partner,1,1,1,3,1
Graduate,41986.0,0,1,15,27,5,8,8,3,12,3,3,0,4,4,0,0,0,0,0,0,0,63,36,95,Alone,1,1,1,2,1
Graduate,28427.0,1,0,67,18,3,19,3,3,6,2,2,0,3,8,0,0,0,0,0,0,0,52,31,625,Partner,1,1,1,3,1
Postgraduate,37395.0,1,0,47,18,0,9,0,1,11,1,1,0,3,6,0,0,0,0,0,0,0,39,38,304,Partner,1,1,1,3,1
Graduate,64722.0,1,0,47,303,0,280,60,147,15,4,8,2,11,6,0,0,0,0,0,0,0,805,43,194,Partner,1,1,1,3,1
Postgraduate,55249.0,0,1,81,97,1,19,2,0,11,1,2,1,4,3,0,0,0,0,0,0,0,130,58,233,Partner,1,1,1,3,1
Graduate,84906.0,0,0,98,997,15,414,99,30,76,1,5,6,12,2,0,1,1,0,1,0,0,1631,42,605,Partner,0,0,0,2,0
Graduate,28691.0,1,0,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,0,34,25,608,Partner,1,1,1,3,1
Graduate,44213.0,1,1,48,95,11,35,0,4,7,4,2,1,5,6,0,0,0,0,0,0,0,152,62,372,Alone,2,2,2,3,1
Undergraduate,25707.0,1,0,18,1,6,2,3,6,3,1,1,0,3,7,0,0,0,0,0,0,0,21,30,322,Alone,1,1,1,2,1
Postgraduate,59062.0,2,1,74,46,1,12,3,0,9,2,2,0,3,4,0,0,0,0,0,0,0,71,47,636,Partner,3,3,3,5,1
Graduate,76624.0,0,1,68,411,106,147,54,115,66,1,5,10,7,1,1,0,0,0,0,0,0,899,52,196,Alone,1,1,1,2,1
Postgraduate,66000.0,0,0,36,244,51,270,101,0,45,1,1,3,5,1,0,0,0,0,0,0,0,711,67,230,Partner,0,0,0,2,0
Postgraduate,27683.0,1,0,90,152,9,121,12,12,45,4,6,2,4,8,0,0,0,0,0,0,0,351,36,972,Partner,1,1,1,3,1
Graduate,1730.0,0,0,65,1,1,3,1,1,1,15,0,0,0,20,0,0,0,0,0,0,0,8,43,202,Alone,0,0,0,1,0
Undergraduate,7500.0,1,0,63,10,17,18,8,26,40,4,3,2,2,9,0,0,0,0,0,0,0,119,22,999,Alone,1,1,1,2,1
Graduate,40521.0,1,1,82,12,0,5,0,0,4,1,0,1,2,5,0,0,0,0,0,0,0,21,46,581,Partner,2,2,2,4,1
Postgraduate,20427.0,1,0,63,5,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,10,41,257,Partner,1,1,1,3,1
Graduate,65106.0,0,1,55,790,19,133,12,0,19,3,8,3,13,6,0,1,0,0,0,0,0,973,39,196,Partner,1,1,1,3,1
Postgraduate,69969.0,0,0,64,882,29,514,38,29,44,1,4,2,6,3,0,0,1,1,0,0,1,1536,49,466,Partner,0,0,0,2,0
Graduate,67433.0,0,2,51,615,28,259,12,48,30,4,6,5,13,4,0,1,0,0,0,0,0,992,62,508,Partner,2,2,2,4,1
Postgraduate,77766.0,0,1,97,1004,59,265,115,59,27,2,11,10,11,6,1,0,0,0,0,0,1,1529,47,652,Partner,1,1,1,3,1
Graduate,74716.0,0,1,92,133,27,421,13,195,71,2,7,3,5,4,0,0,0,0,0,0,0,860,42,362,Partner,1,1,1,3,1
Graduate,68118.0,0,1,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,928,51,414,Alone,1,1,1,2,1
Postgraduate,55158.0,1,1,72,293,0,87,4,11,23,4,7,2,5,7,0,0,0,0,0,0,1,418,44,859,Partner,2,2,2,4,1
Undergraduate,62972.0,0,1,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,1,587,59,1003,Partner,1,1,1,3,1
Graduate,74190.0,0,1,49,151,81,86,168,91,64,2,4,2,11,2,0,0,0,0,0,0,0,641,39,1,Partner,1,1,1,3,1
Graduate,39356.0,1,1,21,15,0,2,0,0,6,1,1,0,2,6,1,0,0,0,0,0,0,23,38,262,Partner,2,2,2,4,1
Graduate,76653.0,0,0,91,736,63,946,219,189,126,1,4,7,11,2,0,0,1,1,0,0,0,2279,45,477,Partner,0,0,0,2,0
Postgraduate,35860.0,1,1,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,0,49,41,201,Alone,2,2,2,3,1
Postgraduate,90687.0,0,0,98,982,17,672,23,34,51,1,6,2,8,2,0,0,1,0,0,0,1,1779,31,563,Alone,0,0,0,1,0
Postgraduate,73450.0,0,0,85,1142,51,415,90,69,37,1,7,8,11,3,1,0,0,1,0,0,0,1804,32,573,Partner,0,0,0,2,0
Graduate,31454.0,1,1,40,28,0,11,0,0,9,3,2,0,3,8,0,0,0,0,0,0,0,48,54,547,Partner,2,2,2,4,1
Graduate,47139.0,1,1,2,46,0,12,0,2,23,2,2,1,2,7,0,0,0,0,0,0,1,83,62,186,Alone,2,2,2,3,1
Graduate,83829.0,0,0,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,1,1862,39,483,Alone,0,0,0,1,0
Postgraduate,53378.0,1,1,41,489,6,152,8,6,132,10,9,4,6,8,0,0,0,0,0,0,1,793,51,803,Partner,2,2,2,4,1
Graduate,19656.0,1,0,94,25,4,9,6,8,32,3,2,1,3,7,0,0,0,0,0,0,0,84,44,491,Partner,1,1,1,3,1
Postgraduate,45579.0,0,1,10,145,1,33,2,1,1,1,4,1,4,6,0,0,0,0,0,0,0,183,66,473,Partner,1,1,1,3,1
Undergraduate,85485.0,0,0,73,630,26,611,44,18,54,1,6,6,6,2,0,0,0,0,0,0,0,1383,56,168,Alone,0,0,0,1,0
Graduate,55956.0,0,0,22,760,38,104,50,9,38,2,7,3,4,4,0,1,0,0,0,0,0,999,70,155,Partner,0,0,0,2,0
Postgraduate,64191.0,0,1,30,420,15,186,151,38,15,3,5,3,13,3,0,0,0,0,0,0,0,825,51,683,Alone,1,1,1,2,1
Graduate,38808.0,1,0,21,125,17,52,3,19,30,4,5,1,4,8,1,0,0,0,0,0,1,246,42,832,Alone,1,1,1,2,1
Postgraduate,57183.0,1,1,51,464,5,64,7,0,70,8,9,1,7,8,0,0,0,0,0,0,0,610,48,627,Partner,2,2,2,4,1
Postgraduate,23748.0,1,0,97,6,6,29,12,15,8,3,2,1,3,8,0,0,0,0,0,0,0,76,46,745,Alone,1,1,1,2,1
Graduate,66303.0,0,1,56,1090,12,96,16,12,60,4,3,4,11,8,0,1,0,0,0,0,0,1286,43,648,Partner,1,1,1,3,1
Postgraduate,37368.0,1,0,4,3,2,11,2,2,10,1,1,0,2,6,1,0,0,0,0,0,0,30,39,355,Partner,1,1,1,3,1
Graduate,40800.0,1,2,77,24,0,27,8,30,10,2,3,0,3,7,0,0,0,0,0,1,0,99,50,704,Partner,3,3,3,5,1
Graduate,71847.0,0,0,95,737,21,106,55,63,210,0,6,7,9,3,0,0,0,1,0,0,0,1192,36,806,Alone,0,0,0,1,0
Graduate,46149.0,0,1,36,254,6,71,4,0,27,5,5,1,7,5,0,0,0,0,0,0,0,362,39,372,Partner,1,1,1,3,1
Graduate,78687.0,0,0,13,817,185,687,145,55,241,1,4,6,8,2,0,0,1,0,0,0,1,2130,31,819,Partner,0,0,0,2,0
Undergraduate,49118.0,0,0,90,620,54,239,99,98,119,2,9,7,10,7,0,1,0,0,1,0,1,1229,43,840,Alone,0,0,0,1,0
Postgraduate,37633.0,1,1,49,13,4,20,0,0,1,2,1,0,3,9,0,0,0,0,0,0,0,38,57,807,Partner,2,2,2,4,1
Postgraduate,39767.0,0,0,18,113,61,204,34,26,47,2,7,1,7,8,0,0,0,0,0,0,0,485,63,503,Partner,0,0,0,2,0
Undergraduate,26997.0,0,0,89,7,23,78,133,49,144,2,4,2,5,7,0,0,0,0,0,0,0,434,63,939,Partner,0,0,0,2,0
Graduate,33986.0,1,0,43,16,2,18,2,1,5,1,1,0,3,7,0,0,0,0,0,0,0,44,44,632,Alone,1,1,1,2,1
Postgraduate,57091.0,0,1,82,462,0,24,6,0,4,2,9,2,5,7,0,1,0,0,0,0,1,496,42,743,Partner,1,1,1,3,1
Undergraduate,46831.0,1,1,84,22,2,10,6,4,34,2,1,2,2,4,0,0,0,0,0,0,0,78,45,487,Partner,2,2,2,4,1
Postgraduate,83151.0,0,0,80,968,147,842,137,42,210,1,5,7,10,2,1,0,1,1,0,0,1,2346,42,430,Partner,0,0,0,2,0
Graduate,52531.0,0,0,68,283,112,151,51,72,125,2,7,2,10,6,0,0,0,0,0,0,0,794,43,706,Partner,0,0,0,2,0
Graduate,15759.0,0,0,12,1,2,5,6,0,3,1,1,0,2,7,0,0,0,0,0,0,0,17,58,576,Partner,0,0,0,2,0
Graduate,22804.0,1,0,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,0,26,43,493,Alone,1,1,1,2,1
Undergraduate,43050.0,1,0,10,30,5,24,6,3,8,2,2,0,4,5,0,0,0,0,0,0,0,76,41,263,Partner,1,1,1,3,1
Postgraduate,42997.0,1,1,91,4,0,5,0,1,5,1,1,0,2,7,0,0,0,0,0,0,0,15,37,512,Alone,2,2,2,3,1
Postgraduate,48918.0,1,1,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,0,62,51,2,Alone,2,2,2,3,1
Postgraduate,60033.0,0,1,28,62,1,57,19,11,48,2,2,1,5,2,0,0,0,0,0,0,0,198,60,252,Partner,1,1,1,3,1
Postgraduate,34043.0,1,0,97,20,2,14,3,0,10,1,2,0,2,9,0,0,0,0,0,0,0,49,36,407,Partner,1,1,1,3,1
Graduate,57811.0,0,1,49,545,7,114,37,21,78,5,7,2,11,5,0,1,0,0,0,0,0,802,48,530,Partner,1,1,1,3,1
Graduate,78569.0,0,0,14,558,79,622,207,175,95,1,4,6,4,1,0,0,1,0,0,0,1,1736,68,290,Partner,0,0,0,2,0
Graduate,7500.0,1,1,5,6,5,4,13,4,25,4,2,1,3,6,0,0,0,0,0,0,0,57,36,709,Alone,2,2,2,3,1
Postgraduate,157733.0,1,0,37,39,1,9,2,0,8,0,1,0,1,1,0,0,0,0,0,0,0,59,43,609,Partner,1,1,1,3,1
Graduate,94384.0,0,0,62,1111,24,790,160,45,172,0,5,8,5,2,0,1,1,1,0,0,1,2302,61,612,Partner,0,0,0,2,0
Undergraduate,23148.0,0,0,83,4,6,8,6,3,10,1,2,0,3,7,0,0,0,0,0,0,0,37,29,291,Partner,0,0,0,2,0
Graduate,44267.0,1,1,48,183,5,65,3,5,49,5,5,2,4,9,0,0,0,0,0,0,0,310,44,649,Alone,2,2,2,3,1
Graduate,71626.0,0,0,94,546,72,376,94,145,72,1,5,5,8,3,0,1,0,0,0,0,0,1305,35,1060,Partner,0,0,0,2,0
Graduate,60894.0,0,1,61,606,7,155,10,0,54,5,10,3,8,7,0,0,0,0,0,0,0,832,48,526,Partner,1,1,1,3,1
Graduate,50200.0,1,1,70,266,6,51,8,6,64,6,7,1,5,8,0,0,0,0,0,0,0,401,38,642,Partner,2,2,2,4,1
Postgraduate,81051.0,0,0,43,1142,29,249,38,29,14,1,5,5,12,2,0,1,1,0,0,0,0,1501,49,197,Partner,0,0,0,2,0
Graduate,65169.0,0,0,23,1074,0,69,0,0,46,1,10,4,13,6,1,0,1,1,1,0,1,1189,32,326,Partner,0,0,0,2,0
Graduate,59868.0,0,1,37,771,51,154,54,10,154,7,11,2,12,6,0,0,0,0,0,0,0,1194,42,502,Partner,1,1,1,3,1
Postgraduate,65695.0,0,1,50,371,32,189,0,58,6,2,5,4,10,4,0,0,0,0,0,0,0,656,54,309,Partner,1,1,1,3,1
Postgraduate,64857.0,0,0,78,556,14,717,210,0,43,1,7,5,10,4,0,0,0,0,0,0,0,1540,58,743,Alone,0,0,0,1,0
Postgraduate,45143.0,0,1,74,202,5,74,11,5,14,3,6,1,5,7,0,0,0,0,0,0,0,311,49,467,Partner,1,1,1,3,1
Undergraduate,74805.0,0,1,14,209,162,209,41,162,37,5,4,7,10,2,0,0,0,0,0,0,0,820,59,543,Partner,1,1,1,3,1
Undergraduate,59060.0,1,0,77,35,40,111,36,40,12,3,3,1,7,4,0,0,0,0,0,0,0,274,25,35,Partner,1,1,1,3,1
Postgraduate,27238.0,1,1,39,37,0,17,0,0,3,3,3,0,3,9,0,0,0,0,0,0,0,57,52,595,Alone,2,2,2,3,1
Graduate,47009.0,0,1,89,171,45,73,59,10,90,4,3,2,8,4,0,0,0,0,0,0,0,448,49,695,Partner,1,1,1,3,1
Undergraduate,46094.0,1,1,62,12,2,20,3,2,5,1,1,0,3,7,0,0,0,0,0,0,0,44,41,61,Partner,2,2,2,4,1
Graduate,40321.0,1,1,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,0,102,42,495,Partner,2,2,2,4,1
Graduate,37235.0,1,0,68,20,2,9,4,6,20,1,1,1,2,4,0,0,0,0,0,0,0,61,30,338,Partner,1,1,1,3,1
Postgraduate,81843.0,0,0,13,779,86,537,34,69,138,1,5,9,12,3,0,0,0,0,0,0,0,1643,54,593,Partner,0,0,0,2,0
Postgraduate,46692.0,0,1,37,170,6,97,24,12,88,3,6,1,5,6,0,0,0,0,0,0,0,397,56,548,Partner,1,1,1,3,1
Graduate,77382.0,0,1,36,491,48,231,112,105,134,2,5,7,12,1,0,0,1,0,0,0,0,1121,46,158,Partner,1,1,1,3,1
Graduate,37774.0,2,0,28,173,8,107,7,2,176,4,7,2,3,9,1,0,0,0,0,1,1,473,37,1002,Alone,2,2,2,3,1
Undergraduate,18393.0,1,0,2,7,10,13,16,0,4,2,3,0,3,8,0,0,0,0,0,0,0,50,40,252,Partner,1,1,1,3,1
Postgraduate,72828.0,0,1,17,1205,0,235,19,14,205,6,6,3,13,7,0,0,0,0,0,0,0,1678,52,660,Partner,1,1,1,3,1
Graduate,24711.0,0,0,86,10,7,25,6,3,7,1,3,0,3,7,0,0,0,0,0,0,0,58,32,232,Partner,0,0,0,2,0
Postgraduate,45503.0,1,0,54,97,4,44,6,1,18,1,3,1,4,5,0,0,0,0,0,0,0,170,39,437,Partner,1,1,1,3,1
Postgraduate,6560.0,0,0,2,67,11,26,4,3,262,0,1,0,1,17,0,0,0,0,0,0,0,373,32,359,Alone,0,0,0,1,0
